Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R01.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R02.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R03.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R04.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R05.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R06.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R07.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R08.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R09.d
P62993	P62993	GRB2_HUMAN	GRB2	Growth factor receptor-bound protein 2	5538.08	6496.25	6454.96	6317.63	7178.8	5634.48	6179.68	7131.06	4376.94
P63000	P63000	RAC1_HUMAN	RAC1	Ras-related C3 botulinum toxin substrate 1	4080.57	4493.02	3173.32	3540.24	5114.99	3039.48	2621.42	2595.65	6010.25
P63010	P63010	AP2B1_HUMAN	AP2B1	AP-2 complex subunit beta	17730.9	18114.7	14640.2	18176.2	17982.8	18774	16831	15690.3	16582.4
P63010;Q10567	P63010;Q10567	AP1B1_HUMAN;AP2B1_HUMAN	AP1B1;AP2B1	AP-2 complex subunit beta	3532.85	4179.75	4264.69	4367.73	4730.32	2917.79	4144.55	2528.42	5295.23
P63027	P63027	VAMP2_HUMAN	VAMP2	Vesicle-associated membrane protein 2	3019.94	2390.13	3371.67	3528.26	3409.14	2878.27	2987.4	3416.74	2696.82
P63104	P63104	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta	18659.4	15040.8	14698.6	15827.6	17776.4	11291.8	14376	13590.6	12379.3
P63167;Q96FJ2	Q96FJ2;P63167	DYL1_HUMAN;DYL2_HUMAN	DYNLL1;DYNLL2	Dynein light chain 1, cytoplasmic	5869.37	5378.51	4730.64	4881.51	3937.12	6328.08	6850.8	4626.95	3281.59
P63208	P63208	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1	5762.32	6783.29	4526.26	6609	6624.85	5486.65	5348.63	5388.01	3036.05
P63241;Q6IS14	P63241;Q6IS14	IF5A1_HUMAN;IF5AL_HUMAN	EIF5A;EIF5AL1	Eukaryotic translation initiation factor 5A-1	36551.8	27235.8	16697.3	25999.9	22359.6	24526.4	34056	17396.5	24584.7
P63267	P62736;P68133;P63267;P68032	ACTH_HUMAN	ACTG2	Actin, gamma-enteric smooth muscle	57482.9	57164.4	55211	54839.8	52743.8	52942.2	49259.2	49714.7	38541.9
P67936	P06753;P07951;P09493;P67936	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain	8229.66	6807.26	7385.52	8127.25	6945.29	6616.35	6072.8	5654.35	6301.43
P68104;Q5VTE0	Q5VTE0;P68104	EF1A1_HUMAN;EF1A3_HUMAN	EEF1A1;EEF1A1P5	Elongation factor 1-alpha 1	22035.8	11441.5	10390.3	11660.6	9360.45	9991.01	7352.88	10445.8	10943.8
P68133	P62736;P68133;P68032	ACTS_HUMAN	ACTA1	Actin, alpha skeletal muscle	41583	49850.4	44477.8	34791.4	37391.6	41446.6	30285.2	50658.2	41950.8
P68363	P68366;P68363	TBA1B_HUMAN	TUBA1B	Tubulin alpha-1B chain	11191.6	7351.91	3465.34	2937.56	2779.49	2483.52	2586.97	2763.46	3693.17
P68363;Q9BQE3	Q71U36;Q9NY65;Q9BQE3;P0DPH7;P68366;P0DPH8;P68363;Q6PEY2	TBA1B_HUMAN;TBA1C_HUMAN	TUBA1B;TUBA1C	Tubulin alpha-1B chain	9985.88	5340.82	4674.31	4511.24	4515.09	4196.94	5235.86	4786.33	4264.4
P68402	P68402	PA1B2_HUMAN	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit alpha2	762.905	897.035	1219.25	1297.14	1210.98	778.101	715.736	1146.72	2150.39
P68431;P84243;Q16695;Q5TEC6;Q6NXT2;Q71DI3	Q16695;Q71DI3;Q6NXT2;P84243;Q5TEC6;P68431	H31T_HUMAN;H31_HUMAN;H32_HUMAN;H33_HUMAN;H3C_HUMAN;H3PS2_HUMAN	H3-2;H3-3B;H3-4;H3-5;H3C12;H3C13	Histone H3.1	2231.88	1038.24	1167.87	1450.7	1595.43	1612.27	1264.18	1402.96	
P68871	P68871	HBB_HUMAN	HBB	Hemoglobin subunit beta	363274	340388	334224	318191	328815	330854	325188	340167	318192
P69849;Q15155;Q5JPE7	P69849;Q15155;Q5JPE7	NOMO1_HUMAN;NOMO2_HUMAN;NOMO3_HUMAN	NOMO1;NOMO2;NOMO3	Nodal modulator 3	2961.13	3112.32	3195.4	3431.31	3682.96	3672.95	4129.23	3638.8	3682.33
P69891;P69892	P69892;P69891	HBG1_HUMAN;HBG2_HUMAN	HBG1;HBG2	Hemoglobin subunit gamma-1	3792.97	2023.66	2944.9	4045.85	2724.79	3665.74	3034.21	3551.96	5908.04
P69905	P69905	HBA_HUMAN	HBA2	Hemoglobin subunit alpha	521215	524189	558927	524469	538387	539957	533721	554059	529909
P78324	P78324	SHPS1_HUMAN	SIRPA	Tyrosine-protein phosphatase non-receptor type substrate 1	128468	123902	124974	128363	131221	125192	132361	125222	110838
P78333	P78333	GPC5_HUMAN	GPC5	Glypican-5	1925.01	1542.3	2015.28	1312.3	1720.85	1936.17	1541.48	1228.94	1659.36
P78344	P78344	IF4G2_HUMAN	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2	692.919		147.986	231.021	514.377	491.469	411.222	412.169	319.964
P78417	P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1	15631.1	17621.3	24192.5	14626.3	16650.4	17169	18462.2	15967.5	20288.4
P78504	P78504	JAG1_HUMAN	JAG1	Protein jagged-1	4067.86	3395.05	3648.64	4194.73	3057.6	3477.28	3412.16	3195.63	3006.43
P78504;Q9Y219	P78504;Q9Y219	JAG1_HUMAN;JAG2_HUMAN	JAG1;JAG2	Protein jagged-1	5028.32	3230.73	4236.81	4732.13	4035.14	4218.54	3844.43	2717.73	5601.35
P78509	P78509	RELN_HUMAN	RELN	Reelin	226679	224208	217089	218811	221586	214962	227386	221814	224418
P78536	P78536	ADA17_HUMAN	ADAM17	Disintegrin and metalloproteinase domain-containing protein 17	1012.54	1708.52	1563.99	1501.97	1744.24	1073.34	1589.75	1031.62	1504.34
P78539	P78539	SRPX_HUMAN	SRPX	Sushi repeat-containing protein SRPX	5917.5	6420.56	6456.25	6024.61	5994.32	6210.72	6145.4	5892.86	4824.46
P80108	P80108	PHLD_HUMAN	GPLD1	Phosphatidylinositol-glycan-specific phospholipase D	11075.2	12062.2	11093.7	11296.7	11780.7	10790	11677.8	12501.9	11133.3
P80188	P80188	NGAL_HUMAN	LCN2	Neutrophil gelatinase-associated lipocalin	9283.25	10234.2	10323.7	9750.73	11208.7	9839.55	10324.8	9423.57	9849.2
P80303	P80303	NUCB2_HUMAN	NUCB2	Nucleobindin-2	9119.7	8646.5	10216.9	9800.58	9190.81	9460.89	8764.18	9527.86	8003.89
P80404	P80404	GABT_HUMAN	ABAT	4-aminobutyrate aminotransferase, mitochondrial	525.969	429.076		453.546	353.135	609.148	631.625	543.115	541.94
P80723	P80723	BASP1_HUMAN	BASP1	Brain acid soluble protein 1	35920.1	36791.8	37738.5	37807.5	35403.9	35615	31874.3	39144.3	
P80748	P80748	LV321_HUMAN	IGLV3-21	Immunoglobulin lambda variable 3-21	29134.9	33904.6	34618.6	43196.6	33427.5	40646.8	21176.8	41263.7	27805.3
P81172	P81172	HEPC_HUMAN	HAMP	Hepcidin	5024	5129.5	5247.82	6071.97	4443.66	5187.25	5551.56	4895.4	4687.69
P81605	P81605	DCD_HUMAN	DCD	Dermcidin	44215.5	35678.4	36876.7	25579.6	41991.1	46815.3	45465.6	19558.2	
P82970	P82970	HMGN5_HUMAN	HMGN5	High mobility group nucleosome-binding domain-containing protein 5	987.534								
P82987	P82987	ATL3_HUMAN	ADAMTSL3	ADAMTS-like protein 3	2575.36	1872.01	1774.55	2560.77	1996.08	1013.67	1479.55	2127.88	1041.16
P84157	P84157	MXRA7_HUMAN	MXRA7	Matrix-remodeling-associated protein 7	1130.16	759.544	1148.64	707.954	591.76	553.897	1341.16	1250	1236.16
P98095	P98095	FBLN2_HUMAN	FBLN2	Fibulin-2	21743.7	21420.2	21283.7	20149.2	19873.2	20393.8	21008.3	20815.1	18461.7
P98153	P98153	IDD_HUMAN	DGCR2	Integral membrane protein DGCR2/IDD	3370.89	4183.76	2454.9	3988.17	3572.49	4751.53	3865.39	3945.22	4052.42
P98155	P98155	VLDLR_HUMAN	VLDLR	Very low-density lipoprotein receptor	3348.36	3454.28	3520.86	2953.85	3617.07	3573.24	3201.69	3625.52	2120.04
P98160	P98160	PGBM_HUMAN	HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein	89353.6	90450	89310.8	93321.3	94554.1	91530.5	92715	87529.4	83518.3
P98172	P98172	EFNB1_HUMAN	EFNB1	Ephrin-B1	7635.65	7088.67	6641.69	6339.69	7976.81	7941.22	6720.92	7491.11	8644.25
P98173	P98173	FAM3A_HUMAN	FAM3A	Protein FAM3A	4936.7	3007.82	3547.31	3412.56	3758.05	3370.29	1809.67	1223.58	1918.54
P99999	P99999	CYC_HUMAN	CYCS	Cytochrome c	49574.5	47554.4	45292.6	40797.5	46748.7	42872.8	41330.2	38980.9	38315.3
Q00325	Q00325	MPCP_HUMAN	SLC25A3	Phosphate carrier protein, mitochondrial	3858.56	4197.81	1512.75	1879.4	3958.42	2307.67	4020.9	3543.17	3685.35
Q00973	Q00973	B4GN1_HUMAN	B4GALNT1	Beta-1,4 N-acetylgalactosaminyltransferase 1	1738.42	1803.28	1972.51	1455.09	1635.17	1796.23	1591.82	1701.94	1927.3
Q01459	Q01459	DIAC_HUMAN	CTBS	Di-N-acetylchitobiase	26862.1	26476.8	27712.4	28193	26171	29473.5	29217.9	26425.5	23197.9
Q01469	Q01469;A8MUU1	FABP5_HUMAN	FABP5	Fatty acid-binding protein 5	3007.93	2869.1	3273.47	2841.38	3015.71	2884.95	3511.29	3882.25	4315.25
Q01518	Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	3071.15	4813.22	2663.53	1946.07	2457.01	1937.68	2452.69	2684.8	1822.6
Q01814	Q01814	AT2B2_HUMAN	ATP2B2	Plasma membrane calcium-transporting ATPase 2	1234.31	673.564	214.695	395.139	411.46	413.404	461.989	910.411	1319.15
Q01973	Q01973	ROR1_HUMAN	ROR1	Inactive tyrosine-protein kinase transmembrane receptor ROR1	1216.12	2472.82	2141.3	2095.76	1828.69	1827.02	1385.91	2009.97	789.301
Q01995	Q01995	TAGL_HUMAN	TAGLN	Transgelin	8373.7	9949.93	8598.75	8773.72	8652.03	8384.5	9536.85	8655.77	8566.43
Q02246	Q02246	CNTN2_HUMAN	CNTN2	Contactin-2	93034.7	95745.6	94878.4	95683.6	96690.9	90149.9	89129.5	87526.7	93488.9
Q02413	Q02413	DSG1_HUMAN	DSG1	Desmoglein-1	6614.7	6114.29	6206.9	6588.24	5620.51	5770.94	4761.23	5840.81	7719.82
Q02487	Q02487	DSC2_HUMAN	DSC2	Desmocollin-2	23216.5	20949.1	23430.5	22180.3	21787.5	20308.8	24059.9	22133.9	25092.5
Q02809	Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	14404.7	15658.9	14978.8	14965.4	15676.4	14913	14563.5	15296.7	13338.7
Q02818	Q02818	NUCB1_HUMAN	NUCB1	Nucleobindin-1	53578.8	50743.4	55153.5	52498.3	50086.4	51030.5	51234.6	50337.8	50059.7
Q03167	Q03167	TGBR3_HUMAN	TGFBR3	Transforming growth factor beta receptor type 3	13334.7	13254.3	12181.4	12472.6	11807.8	12033.7	12976	13080.8	13369.1
Q03405	Q03405	UPAR_HUMAN	PLAUR	Urokinase plasminogen activator surface receptor	15804.8	14667.7	16839.8	17663.1	18409.3	15103.7	15704.1	13727.6	13668.2
Q03591	Q03591	FHR1_HUMAN	CFHR1	Complement factor H-related protein 1	41373.3	36543.8	34702.4	40591.8	36317.5	38922.7	40251.1	40926.3	48642.6
Q04609	Q9Y3Q0;Q04609	FOLH1_HUMAN	FOLH1	Glutamate carboxypeptidase 2	3649.15	3373.93	3294.34	3214.36	2622.23	3177.14	3271.31	3052.76	2954.84
Q04695;Q9C075	Q9C075;Q04695	K1C17_HUMAN;K1C23_HUMAN	KRT17;KRT23	Keratin, type I cytoskeletal 17	2530.27	1560.74	1553.56	2552.75	2490.77	1994.03	1127.96	1649.13	
Q04721	Q04721	NOTC2_HUMAN	NOTCH2	Neurogenic locus notch homolog protein 2	14395.7	14340.4	12532.8	14616	13319.5	12851	12746.4	12860	13588.4
Q04756	Q04756	HGFA_HUMAN	HGFAC	Hepatocyte growth factor activator	17899	16355	14846.3	14808.6	15861	14510.3	16462.7	17629.1	19777.5
Q04760	Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase	7685.6	6538.33	8058.38	2125.97	8230.13	7133.18	7008.74	6426.99	7303.74
Q04917	Q04917	1433F_HUMAN	YWHAH	14-3-3 protein eta	4913.04	4405.7	5226.3	5399.58	4337.12	4339.78	4737.16	5082.46	7536.4
Q05193	Q05193	DYN1_HUMAN	DNM1	Dynamin-1	6094.68	6422.88	5485.65	5451.11	6075.51	4721.24	3578.85	5165.21	5906.72
Q05707	Q05707	COEA1_HUMAN	COL14A1	Collagen alpha-1(XIV) chain	5975.1	6181.32	6380.98	6555.46	6225.98	5777.64	6177.01	5564.39	6377.51
Q05996	Q05996	ZP2_HUMAN	ZP2	Zona pellucida sperm-binding protein 2	7404.83	6775.13	5730.25	5752.78	5607.81	6085.68	7001.55	4939.08	5242.58
Q06033	Q06033	ITIH3_HUMAN	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	22339.2	21878.8	22459.8	19339.8	21171.4	21707.9	20740.5	19841.8	16888.1
Q06141	Q06141	REG3A_HUMAN	REG3A	Regenerating islet-derived protein 3-alpha	400.911	522.695	380.6	528.515	468.056	443.024	422.272	240.462	407.192
Q06418	Q06418	TYRO3_HUMAN	TYRO3	Tyrosine-protein kinase receptor TYRO3	7330.95	7998.77	9012.03	8807.54	7815.94	5863.92	8948.84	8059.8	7520.15
Q06481	Q06481	APLP2_HUMAN	APLP2	Amyloid-like protein 2	108676	99529.1	103796	104607	105140	102086	103163	101049	99862.5
Q06828	Q06828	FMOD_HUMAN	FMOD	Fibromodulin	14202.2	16944.8	14482.2	14367.5	13242.8	13027	14296.8	15383.7	21326.8
Q06830	Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	12111.6	10516.6	11021.9	10157.9	10784.9	9164.65	11824	10682.3	12244
Q07092	Q07092	COGA1_HUMAN	COL16A1	Collagen alpha-1(XVI) chain	6762.1	7471.24	8724.03	7377.32	7984.23	7944.49	6065.39	7949.61	2893.59
Q07507	Q07507	DERM_HUMAN	DPT	Dermatopontin	7365.92	6491.01	7232.1	6194.02	6708.23	5840.76	3762.43	6490.79	8951.43
Q07654	Q07654	TFF3_HUMAN	TFF3	Trefoil factor 3	4987.91	4899.24	5726.8	5117.86	5133.94	3488.18	6854.57	7020.3	10883.9
Q07699	Q07699	SCN1B_HUMAN	SCN1B	Sodium channel subunit beta-1	1695.83	1395.39	2331.01	1887.21	2349.69	2850.42	1840.83	2320.83	1454.43
Q07812	Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX		2624.96	2507.12	2201.03	2782.08	2911.17	2050.14	2520.69	1790.17
Q07954	Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	45520	45262.9	45067	43321.9	44940.8	45390.1	45594.4	43920.7	44858.2
Q08174	Q08174	PCDH1_HUMAN	PCDH1	Protocadherin-1	19288.5	18989	18402.1	18068.3	16091.7	17284.3	16973	17294.7	18452.6
Q08188	Q08188	TGM3_HUMAN	TGM3	Protein-glutamine gamma-glutamyltransferase E	2322.11	2870.24	2995.67	3528.68	2887.95	1532.2	2040.26	2967.31	1265.49
Q08345	Q08345	DDR1_HUMAN	DDR1	Epithelial discoidin domain-containing receptor 1	29712.8	25575.3	27648.8	27484.5	29911.3	27584.9	27697.9	26047.2	26185.3
Q08380	Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	267993	267517	254888	259782	261205	250507	246099	250129	272705
Q08431	Q08431	MFGM_HUMAN	MFGE8	Lactadherin	13799.9	15135.6	15171.2	14000.5	15274.4	13993.7	15214.3	14921	15016.2
Q08554	Q08554	DSC1_HUMAN	DSC1	Desmocollin-1	2355.16	2290.96	2122.54	2082.7	2326.92	2232.61	2415.17	2379.13	1751.08
Q08629	Q08629	TICN1_HUMAN	SPOCK1	Testican-1	39144.7	41696.8	40725.7	40841.4	41237.7	43568.7	41598.8	42208	41391.6
Q08629;Q9BQ16	Q08629;Q9BQ16	TICN1_HUMAN;TICN3_HUMAN	SPOCK1;SPOCK3	Testican-1	44047.1	45408.4	46476.6	45211.5	44723.6	45502.9	46052.2	44422.4	43293.6
Q08ET2	O15389;Q08ET2	SIG14_HUMAN	SIGLEC14	Sialic acid-binding Ig-like lectin 14	12261.7	11295.7	15891	8481.96	10838.8	9874.07	6359.71	10204.1	29832.2
Q09328	Q09328	MGT5A_HUMAN	MGAT5	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A	4270.39	5355.21	5235.51	5902.07	5229.44	6109.37	5938.03	6725.05	6129.19
Q09666	Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	564.143		1218.55	1142.02	1723.6		1119.52	1685.01	1143
Q0P6D2	Q0P6D2	DIK1C_HUMAN	DIPK1C	Divergent protein kinase domain 1C	21193	19116.6	17014.9	12628.5	10791	20929.6	17249.7	24075.2	26783.5
Q10469	Q10469	MGAT2_HUMAN	MGAT2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	5582.65	4846.64	4961.21	6464.75	5849.71	6413.32	5314.98	6002.47	4927.45
Q10471	Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	16676.3	17952.1	18392.3	18309.5	18261.5	18392.6	17688.2	17060.4	15710.8
Q10472	Q10472	GALT1_HUMAN	GALNT1	Polypeptide N-acetylgalactosaminyltransferase 1	7056.51	7587.86	7080	6916.87	6813.78	5318.69	7526.94	7750.93	8693.22
Q10472;Q8IUC8	Q10472;Q8IUC8	GALT1_HUMAN;GLT13_HUMAN	GALNT1;GALNT13	Polypeptide N-acetylgalactosaminyltransferase 1	15193.2	16276.3	18530	14192	14798.4	14814.1	11394.5	16143.6	12500.6
Q10567	Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	2642.2	3503.15	2688.11	2598.68	2371.37	3080.34	3640.49	3151.57	1532.22
Q10588	Q10588	BST1_HUMAN	BST1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	13611.2	15696.2	16563.6	16748	15652.1	15729.1	16502.3	16865.2	14112.8
Q12794	Q12794	HYAL1_HUMAN	HYAL1	Hyaluronidase-1	11300	10568.9	10590.7	11407.1	10144.1	10984.8	11354.4	12223.2	10784.9
Q12797	Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	4567.82	4173.06	4811.02	4714.48	4705.23	4151.32	4191.37	4270.29	3504.44
Q12805	Q12805	FBLN3_HUMAN	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	707553	684523	700199	702857	693763	672327	683365	646851	701984
Q12841	Q12841	FSTL1_HUMAN	FSTL1	Follistatin-related protein 1	58312.7	52331.1	57736.8	53649.9	49853.3	51697.6	53684.5	51420.6	55125.8
Q12860	Q12860	CNTN1_HUMAN	CNTN1	Contactin-1	441268	460757	465719	446644	446678	467889	464151	445983	422967
Q12866	Q12866	MERTK_HUMAN	MERTK	Tyrosine-protein kinase Mer	2850.17	2899.22	4061.44	2798.97	3157.02	3118.64	3796.5	3386	2584.8
Q12906	Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	1605.33	1045.12					274.552		
Q12907	Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	28588.1	27999.2	30196.2	27227.2	30419.8	26814.2	26869.9	26260.6	27606.8
Q12913	Q12913	PTPRJ_HUMAN	PTPRJ	Receptor-type tyrosine-protein phosphatase eta	5204.62	5091.51	4332.09	5683.85	5372.67	5368.15	4990.73	5969.08	5154.75
Q12931	Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial			4506.66	5112.09			4308.73	4768.61	
Q13093	Q13093	PAFA_HUMAN	PLA2G7	Platelet-activating factor acetylhydrolase	690.053	191.729	394.284	377.114	589.358	221.25	218.377	292.306	220.206
Q13126	Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	583.699	608.609	445.409	607.254	560.794	690.826	720.788	959.058	664.645
Q13145	Q13145	BAMBI_HUMAN	BAMBI	BMP and activin membrane-bound inhibitor homolog	2590.63	1507.62	2589.52	2412.82	1489.5	2350.32	2331.87	2833.49	2240.31
Q13214	Q13214	SEM3B_HUMAN	SEMA3B	Semaphorin-3B	7004.59	7714.88	7369.33	7376.1	7164.22	7792.66	7423.91	7992.2	8123.16
Q13217	Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	4604.24	5551.98	5318.15	4879.87	4947.43	5138.92	5078.15	5152.87	4386.81
Q13219	Q13219	PAPP1_HUMAN	PAPPA	Pappalysin-1	1546.82	1066.33	1360.44	888.089	1387.76	982.697	1002.02	1430.37	917.777
Q13228	Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	22377	23923.6	21103.8	21751.4	22901.4	21023.2	23220.9	24070.3	33933
Q13231	Q13231	CHIT1_HUMAN	CHIT1	Chitotriosidase-1	5236.81	4845.26	4581.88	4261.05	6937.41	5293.74	5894.28	7676.42	6800.55
Q13275	Q13275	SEM3F_HUMAN	SEMA3F	Semaphorin-3F	5123.61	4937.33	4979.9	4985.54	4747	4722.64	5010.82	5012.69	4109.31
Q13308	Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	5222.23	5763.61	4649.36	5654.99	5325.75	5165.03	4888.96	5680.01	6729
Q13332	Q13332	PTPRS_HUMAN	PTPRS	Receptor-type tyrosine-protein phosphatase S	52880	50651.7	50973.2	50499.1	52169.2	52641.6	51646.7	53618.5	51829
Q13361	Q13361	MFAP5_HUMAN	MFAP5	Microfibrillar-associated protein 5	8506.61	6657.68	7561.01	8486.91	6190.09	4144.38	5657.74	3708.23	10483.3
Q13404	Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	6941.85	4789.84	6395.88	7029.39	7570.74	5890.78	5995.19	7310.36	6590.34
Q13404;Q15819	Q15819;Q13404	UB2V1_HUMAN;UB2V2_HUMAN	UBE2V1;UBE2V2	Ubiquitin-conjugating enzyme E2 variant 1	4340.5	6003.91	4907.58	5539.69	7323.59	4587.43	4797.49	5597.67	9255.12
Q13421	Q13421	MSLN_HUMAN	MSLN	Mesothelin	17421.7	17923.4	14644.7	13039.1	16495.3	11339.8	18918.3	16358.8	16787.1
Q13443	Q13443	ADAM9_HUMAN	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9	14242	15153.8	15918.4	13935.9	15658.2	16349	13299.8	13943.3	11004.3
Q13444	Q13444	ADA15_HUMAN	ADAM15	Disintegrin and metalloproteinase domain-containing protein 15	3576.25	4032.77	4248.68	3829.5	4305.65	4165.97	5152.23	3679.73	4544.81
Q13449	Q13449	LSAMP_HUMAN	LSAMP	Limbic system-associated membrane protein	327694	342718	351309	333334	342283	350190	333937	352486	373704
Q13508	Q13508	NAR3_HUMAN	ART3	Ecto-ADP-ribosyltransferase 3	46373.9	46982.1	48472.4	48525.9	50453.4	49592.4	50747.5	54286.3	51225.7
Q13510	Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	14353.3	14269.2	13411.1	14654.4	14398.5	14544.6	14416.3	14743.5	13912.5
Q13519	Q13519	PNOC_HUMAN	PNOC	Prepronociceptin	9310.37	9852.67	12224.3	10037.6	7696.67	4934.57	10346.8	7817.37	17385.1
Q13547	Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	98866.2	83413.2	75921.2	86092.3	77143.8	82294.2	162344	2947.59	
Q13554	Q13554	KCC2B_HUMAN	CAMK2B	Calcium/calmodulin-dependent protein kinase type II subunit beta	15908.3	18224.1	19108.5	17108.5	16755.5	14170	17982.4	13312.1	14287.6
Q13554;Q13557;Q9UQM7	Q9UQM7;Q13557;Q13554	KCC2A_HUMAN;KCC2B_HUMAN;KCC2D_HUMAN	CAMK2A;CAMK2B;CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit beta	7994.88	8896.87	8675.47	5760.22	8771.77	7308.6	6399.08	6649.99	5660.96
Q13557	Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	745.45	883.655	1244.29	831.754	1574.12	922.1	1250.28	1404.61	
Q13641	Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein	14621.7	13658.9	14705.5	12996.9	15518.3	14757.1	14229	14264.7	13408.2
Q13642	Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	1443.32	1520.94	1648.9	1824.83	1384.86	1467.8	1938.94	1526.63	2096.45
Q13683	Q13683	ITA7_HUMAN	ITGA7	Integrin alpha-7	60365.9	54299.6	50169.7	50189.1	50119	54876.1	54140.4	50217	63031.8
Q13740	Q13740	CD166_HUMAN	ALCAM	CD166 antigen	67312.5	66749	66344.1	66732.8	69021.4	61948.5	62100.1	52979.1	68469.5
Q13790	Q13790	APOF_HUMAN	APOF	Apolipoprotein F	19705.5	20045	17411.8	17679.3	15903.8	15001.2	11023.1	12216.4	12126.3
Q13822	Q13822	ENPP2_HUMAN	ENPP2	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	457808	452190	447990	441396	448513	447889	456730	459876	452408
Q13867	Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	17367.7	16187.2	17573.6	19815.2	19874.3	16441.8	17775.6	18681.2	18256
Q13873	Q13873	BMPR2_HUMAN	BMPR2	Bone morphogenetic protein receptor type-2	2897.87	2836.11	3372.43	3417.81	3086.91	2757.45	3299.29	3555.89	2737.7
Q14019	Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	16942.9	17711.7	17099.4	18311.9	16549.5	16353.7	15727.6	19156.8	20398.9
Q14050	Q14050	CO9A3_HUMAN	COL9A3	Collagen alpha-3(IX) chain	540.189	603.087	608.589	335.556	817.924	328.186	499.226	305.529	555.362
Q14112	Q14112	NID2_HUMAN	NID2	Nidogen-2	31888.7	31822	31763.6	30892.7	31772	31312.4	30096	29289	32993.1
Q14114	Q14114	LRP8_HUMAN	LRP8	Low-density lipoprotein receptor-related protein 8	7170.18	7672.47	7370.05	7384.02	7407.03	8799.09	7586.14	5286.09	7282.15
Q14118	Q14118	DAG1_HUMAN	DAG1	Dystroglycan	139490	145244	142421	134310	136090	134162	136593	131283	138727
Q14126	Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	7295.96	6604.02	6880.68	7311.3	6312.82	7465.33	7095.69	6869.98	7017.26
